regimen_id,disease_key,disease_name,ICD10,complaint_key,role,tier,default_row,product_id,drug_name,composition,BDS,sig,duration,dispense,caution,side_effect,clinical_readiness,fast_mode_allowed,evidence_status,source_status,blocked_reason,missing_requirements,next_action,old_runtime_status,source_runtime_path,row_source,issue_id,severity,issue_type,recommended_action,coverage_id,source_pack_id,final_verification_status,final_clinical_readiness,final_fast_mode_allowed,final_rx_role,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,exact_evidence_missing,exact_block_reason,exact_next_action,can_show_in_main_builder,can_show_in_peds_page,can_show_in_swaps,catalog_only_reason,pediatric_unlock_status,antibiotic_unlock_status,antiviral_unlock_status,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap
FRM0093,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,,CI0271,RX NOW,RX1,True,BDS001437,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],Chloramphenicol 5 mg./1 ml.,BDS001437,2–3 drops affected eye QID–5x/day,5 days,1 bottle (5 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[270].r[0].m[0],regimen,,,,,coverage_b067f2ea7008,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0093,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,,CI0271,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[270].r[0].m[1],regimen,,,,,coverage_f47a865f9efa,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,true,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0094,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,CI0272,RX NOW,RX1,True,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]","Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",BDS003721,apply ophthalmic ointment HS,5 days,1 tube (3.5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[271].r[0].m[0],regimen,,,,,coverage_fa3857b754ea,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0094,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,CI0272,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[271].r[0].m[1],regimen,,,,,coverage_f2dc59694949,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0094,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,CI0273,RX NOW,RX1,True,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]","Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",BDS003721,apply ophthalmic ointment HS,5 days,1 tube (3.5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[272].r[0].m[0],regimen,,,,,coverage_2c120622b732,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0094,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,CI0273,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[272].r[0].m[1],regimen,,,,,coverage_3cef8d9777f7,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0094,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,CI0274,RX NOW,RX1,True,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]","Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",BDS003721,apply ophthalmic ointment HS,5 days,1 tube (3.5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[273].r[0].m[0],regimen,,,,,coverage_615fe2eaff6a,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0094,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,CI0274,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[273].r[0].m[1],regimen,,,,,coverage_66be84093f3e,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0095,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,,CI0275,RX NOW,RX1,True,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]","Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",BDS003721,apply ophthalmic ointment HS,5 days,1 tube (3.5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[274].r[0].m[0],regimen,,,,,coverage_7f90c32b3316,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0095,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,,CI0275,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[274].r[0].m[1],regimen,,,,,coverage_4c553aa7f0a1,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,true,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0095,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,,CI0276,RX NOW,RX1,True,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]","Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",BDS003721,apply ophthalmic ointment HS,5 days,1 tube (3.5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[275].r[0].m[0],regimen,,,,,coverage_c87f0d338128,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0095,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,,CI0276,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[275].r[0].m[1],regimen,,,,,coverage_30a51b78fe6d,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,true,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0095,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,,CI0277,RX NOW,RX1,True,BDS003721,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]","Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",BDS003721,apply ophthalmic ointment HS,5 days,1 tube (3.5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[276].r[0].m[0],regimen,,,,,coverage_9195e6ed398c,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0095,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,,CI0277,SWAP,SWAP1,True,BDS001847,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,BDS001847,1 drop affected eye BID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[276].r[0].m[1],regimen,,,,,coverage_87c7722c1aea,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,true,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0096,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,,CI0278,RX NOW,RX1,True,BDS001047,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,BDS001047,2.5 mL PO BID,5 days,1 bottle (70 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[277].r[0].m[0],regimen,,,,,coverage_82bf18862c69,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0096,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,,CI0279,RX NOW,RX1,True,BDS001047,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,BDS001047,2.5 mL PO BID,5 days,1 bottle (70 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[278].r[0].m[0],regimen,,,,,coverage_51eee1748b04,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0096,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,,CI0280,RX NOW,RX1,True,BDS001047,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,BDS001047,2.5 mL PO BID,5 days,1 bottle (70 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[279].r[0].m[0],regimen,,,,,coverage_ffeb2709a460,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0097,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,,CI0281,RX NOW,RX1,True,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,BDS001046,5 mL PO BID,5 days,1 bottle (70 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[280].r[0].m[0],regimen,,,,,coverage_b2593a99118e,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0097,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,,CI0282,RX NOW,RX1,True,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,BDS001046,5 mL PO BID,5 days,1 bottle (70 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[281].r[0].m[0],regimen,,,,,coverage_62d290ee7fca,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0097,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,,CI0283,RX NOW,RX1,True,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,BDS001046,5 mL PO BID,5 days,1 bottle (70 mL),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[282].r[0].m[0],regimen,,,,,coverage_5fe6a2bc6bc1,thai_pediatric_dose,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,true,false,,blocked_antibiotic_missing_criteria,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0098,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),,CI0284,RX NOW,RX1,False,BDS007066,B.Roxi [Roxithromycin 150 mg.],Roxithromycin 150 mg.,BDS007066,1 tab PO BID before meals,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[283].r[0].m[0],regimen,,,,,coverage_30a980e47e5b,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0098,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),,CI0285,RX NOW,RX1,False,BDS007066,B.Roxi [Roxithromycin 150 mg.],Roxithromycin 150 mg.,BDS007066,1 tab PO BID before meals,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[284].r[0].m[0],regimen,,,,,coverage_6475a0eb9a2e,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0098,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),,CI0286,RX NOW,RX1,False,BDS007066,B.Roxi [Roxithromycin 150 mg.],Roxithromycin 150 mg.,BDS007066,1 tab PO BID before meals,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[285].r[0].m[0],regimen,,,,,coverage_372bdd0f325b,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
