disease_id,display_name,complaints,regimen_ids,manual_review,source_runtime_path
diarrhea_child,diarrhea child,"{""complaint"": ""diarrhea child"", ""complaint_id"": ""CMP_DIARRHEA_CHILD"", ""disease_id"": ""diarrhea_child"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[55]
digestive_aid_postmeal_adult,digestive_aid_postmeal_adult,"{""complaint"": ""digestive aid"", ""complaint_id"": ""CI0233"", ""disease_id"": ""digestive_aid_postmeal_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""after meal digestive aid"", ""complaint_id"": ""CI0234"", ""disease_id"": ""digestive_aid_postmeal_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""post meal fullness support"", ""complaint_id"": ""CI0235"", ""disease_id"": ""digestive_aid_postmeal_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0081,True,data/core/opd_fast_index.json:index[56]
dry_eye,dry eye,"{""complaint"": ""dry eye"", ""complaint_id"": ""CMP_DRY_EYE"", ""disease_id"": ""dry_eye"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[57]
dry_eye_adult,dry_eye_adult,"{""complaint"": ""dry eye"", ""complaint_id"": ""CI0009"", ""disease_id"": ""dry_eye_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}",FRM0007,True,data/core/opd_fast_index.json:index[58]
dry_eye_peds_support,dry_eye_peds_support,"{""complaint"": ""dry eye child"", ""complaint_id"": ""CI0209"", ""disease_id"": ""dry_eye_peds_support"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""child dry eye"", ""complaint_id"": ""CI0210"", ""disease_id"": ""dry_eye_peds_support"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye dryness child"", ""complaint_id"": ""CI0211"", ""disease_id"": ""dry_eye_peds_support"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0073,True,data/core/opd_fast_index.json:index[59]
dry_skin_adult,dry_skin_adult,"{""complaint"": ""dry skin"", ""complaint_id"": ""CI0059"", ""disease_id"": ""dry_skin_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""xerosis"", ""complaint_id"": ""CI0060"", ""disease_id"": ""dry_skin_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""rough skin"", ""complaint_id"": ""CI0061"", ""disease_id"": ""dry_skin_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0023,True,data/core/opd_fast_index.json:index[60]
dysmenorrhea,dysmenorrhea,"{""complaint"": ""dysmenorrhea"", ""complaint_id"": ""CMP_DYSMENORRHEA"", ""disease_id"": ""dysmenorrhea"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[61]
dyspepsia,dyspepsia,"{""complaint"": ""dyspepsia"", ""complaint_id"": ""CMP_DYSPEPSIA"", ""disease_id"": ""dyspepsia"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[62]
dyspepsia_gas_adult,dyspepsia_gas_adult,"{""complaint"": ""dyspepsia gas"", ""complaint_id"": ""CI0140"", ""disease_id"": ""dyspepsia_gas_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""post meal belching"", ""complaint_id"": ""CI0141"", ""disease_id"": ""dyspepsia_gas_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""belching after meals"", ""complaint_id"": ""CI0142"", ""disease_id"": ""dyspepsia_gas_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0050,True,data/core/opd_fast_index.json:index[63]
dyspepsia_uninvestigated_adult,Uninvestigated dyspepsia in adults,"{""age_group"": ""adult"", ""complaint"": ""dyspepsia"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_NICE_MULTI_20260516_006"", ""disease_id"": ""dyspepsia_uninvestigated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""dyspepsia"", ""notes"": ""adult CG184"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""epigastric pain bloating nausea"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_NICE_MULTI_20260516_007"", ""disease_id"": ""dyspepsia_uninvestigated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""epigastric pain bloating nausea"", ""notes"": ""broad dyspepsia"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_DYSPEPSIA_20260516,True,data/core/opd_fast_index.json:index[64]
dysuria,dysuria,"{""complaint"": ""dysuria"", ""complaint_id"": ""CMP_DYSURIA"", ""disease_id"": ""dysuria"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[65]
dysuria_lower_uti_adult,dysuria_lower_uti_adult,"{""complaint"": ""dysuria lower uti"", ""complaint_id"": ""CI0350"", ""disease_id"": ""dysuria_lower_uti_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""burning urination"", ""complaint_id"": ""CI0351"", ""disease_id"": ""dysuria_lower_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""lower uti burning"", ""complaint_id"": ""CI0352"", ""disease_id"": ""dysuria_lower_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0120,True,data/core/opd_fast_index.json:index[66]
eczema_dry_pruritic_adult,eczema_dry_pruritic_adult,"{""complaint"": ""dry itchy eczema"", ""complaint_id"": ""CI0188"", ""disease_id"": ""eczema_dry_pruritic_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eczema dry itchy"", ""complaint_id"": ""CI0189"", ""disease_id"": ""eczema_dry_pruritic_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""xerotic eczema"", ""complaint_id"": ""CI0190"", ""disease_id"": ""eczema_dry_pruritic_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0066,True,data/core/opd_fast_index.json:index[67]
eczema_herpeticum_child,Eczema herpeticum,"{""age_group"": ""peds"", ""complaint"": ""eczema herpeticum"", ""complaint_group"": ""Dermatology/Infection"", ""complaint_id"": ""PATCH_CI_NICE_BATCH_20260516_013"", ""disease_id"": ""eczema_herpeticum_child"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""eczema herpeticum"", ""notes"": ""urgent herpes gate"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""peds"", ""complaint"": ""punched out eczema"", ""complaint_group"": ""Dermatology/Infection"", ""complaint_id"": ""PATCH_CI_NICE_BATCH_20260516_014"", ""disease_id"": ""eczema_herpeticum_child"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""punched out eczema"", ""notes"": ""eczema herpeticum clue"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_ECZEMA_HERPETICUM_CHILD_20260516,True,data/core/opd_fast_index.json:index[68]
epistaxis_adult,Anterior epistaxis / nosebleed,"{""age_group"": ""adult"", ""complaint"": ""epistaxis"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_EPI_001"", ""disease_id"": ""epistaxis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""epistaxis"", ""notes"": ""Thai epistaxis guideline 2024"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""nosebleed"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_EPI_002"", ""disease_id"": ""epistaxis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""nosebleed"", ""notes"": ""Thai epistaxis guideline 2024"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""เลือดกำเดาไหล"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_EPI_003"", ""disease_id"": ""epistaxis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""เลือดกำเดาไหล"", ""notes"": ""Thai epistaxis guideline 2024"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_EPI_ADULT_20260516,True,data/core/opd_fast_index.json:index[69]
epistaxis_peds,Pediatric anterior epistaxis / nosebleed,"{""age_group"": ""peds"", ""complaint"": ""nosebleed child"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_EPI_P_001"", ""disease_id"": ""epistaxis_peds"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""nosebleed child"", ""notes"": ""Thai epistaxis guideline; pediatric conservative triage"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""peds"", ""complaint"": ""เลือดกำเดาไหล เด็ก"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_EPI_P_002"", ""disease_id"": ""epistaxis_peds"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""เลือดกำเดาไหล เด็ก"", ""notes"": ""Thai epistaxis guideline; pediatric conservative triage"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_EPI_PEDS_20260516,True,data/core/opd_fast_index.json:index[70]
eye_irritation_adult,eye_irritation_adult,"{""complaint"": ""eye irritation"", ""complaint_id"": ""CI0023"", ""disease_id"": ""eye_irritation_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dust in eye"", ""complaint_id"": ""CI0024"", ""disease_id"": ""eye_irritation_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""red eye from dust"", ""complaint_id"": ""CI0025"", ""disease_id"": ""eye_irritation_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0010,True,data/core/opd_fast_index.json:index[71]
eye_irritation_peds,eye_irritation_peds,"{""complaint"": ""eye irritation child"", ""complaint_id"": ""CI0206"", ""disease_id"": ""eye_irritation_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye irritation kid"", ""complaint_id"": ""CI0207"", ""disease_id"": ""eye_irritation_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dust in eye child"", ""complaint_id"": ""CI0208"", ""disease_id"": ""eye_irritation_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0072,True,data/core/opd_fast_index.json:index[72]
eye_lubrication_adult,eye_lubrication_adult,"{""complaint"": ""eye lubrication"", ""complaint_id"": ""CI0098"", ""disease_id"": ""eye_lubrication_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""lubricant drops"", ""complaint_id"": ""CI0099"", ""disease_id"": ""eye_lubrication_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""artificial tears"", ""complaint_id"": ""CI0100"", ""disease_id"": ""eye_lubrication_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0036,True,data/core/opd_fast_index.json:index[73]
eye_wash_support_adult,eye_wash_support_adult,"{""complaint"": ""eye wash"", ""complaint_id"": ""CI0200"", ""disease_id"": ""eye_wash_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""wash eye"", ""complaint_id"": ""CI0201"", ""disease_id"": ""eye_wash_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye rinse"", ""complaint_id"": ""CI0202"", ""disease_id"": ""eye_wash_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0070,True,data/core/opd_fast_index.json:index[74]
eyelid_bump,eyelid bump,"{""complaint"": ""eyelid bump"", ""complaint_id"": ""CMP_EYELID_BUMP"", ""disease_id"": ""eyelid_bump"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[75]
familial_hypercholesterolaemia_adult_treatment,Familial hypercholesterolaemia adult lipid lowering,"{""age_group"": ""adult"", ""complaint"": ""fh treatment"", ""complaint_group"": ""CV/Metabolic"", ""complaint_id"": ""PATCH_CI_NICE_MULTI_20260516_021"", ""disease_id"": ""familial_hypercholesterolaemia_adult_treatment"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""fh treatment"", ""notes"": ""adult statin"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_FH_ADULT_TX_20260516,True,data/core/opd_fast_index.json:index[76]
fever_myalgia,fever myalgia,"{""complaint"": ""fever myalgia"", ""complaint_id"": ""CMP_FEVER_MYALGIA"", ""disease_id"": ""fever_myalgia"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[77]
foreign_body_irritation_followup_adult,foreign_body_irritation_followup_adult,"{""complaint"": ""foreign body irritation"", ""complaint_id"": ""CI0203"", ""disease_id"": ""foreign_body_irritation_followup_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye irritation follow up"", ""complaint_id"": ""CI0204"", ""disease_id"": ""foreign_body_irritation_followup_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""after dust eye irritation"", ""complaint_id"": ""CI0205"", ""disease_id"": ""foreign_body_irritation_followup_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0071,True,data/core/opd_fast_index.json:index[78]
frequency_urgency_uti_adult,frequency_urgency_uti_adult,"{""complaint"": ""urine frequency urgency"", ""complaint_id"": ""CI0353"", ""disease_id"": ""frequency_urgency_uti_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""uti frequency urgency"", ""complaint_id"": ""CI0354"", ""disease_id"": ""frequency_urgency_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""frequent urination infection"", ""complaint_id"": ""CI0355"", ""disease_id"": ""frequency_urgency_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0121,True,data/core/opd_fast_index.json:index[79]
functional_bloating_adult,functional_bloating_adult,"{""complaint"": ""functional bloating"", ""complaint_id"": ""CI0137"", ""disease_id"": ""functional_bloating_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""flatulence"", ""complaint_id"": ""CI0138"", ""disease_id"": ""functional_bloating_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""stomach gas bloating"", ""complaint_id"": ""CI0139"", ""disease_id"": ""functional_bloating_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0049,True,data/core/opd_fast_index.json:index[80]
fungal_intertrigo_adult,fungal_intertrigo_adult,"{""complaint"": ""fungal intertrigo"", ""complaint_id"": ""CI0365"", ""disease_id"": ""fungal_intertrigo_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""skin fold fungal rash"", ""complaint_id"": ""CI0366"", ""disease_id"": ""fungal_intertrigo_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""candida intertrigo"", ""complaint_id"": ""CI0367"", ""disease_id"": ""fungal_intertrigo_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0125,True,data/core/opd_fast_index.json:index[81]
gas_belching_adult,gas_belching_adult,"{""complaint"": ""belching"", ""complaint_id"": ""CI0104"", ""disease_id"": ""gas_belching_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gas belching"", ""complaint_id"": ""CI0105"", ""disease_id"": ""gas_belching_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dyspeptic gas"", ""complaint_id"": ""CI0106"", ""disease_id"": ""gas_belching_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0038,True,data/core/opd_fast_index.json:index[82]
gastroenteritis_mild_adult,gastroenteritis_mild_adult,"{""complaint"": ""gastroenteritis"", ""complaint_id"": ""CI0131"", ""disease_id"": ""gastroenteritis_mild_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""viral gastroenteritis"", ""complaint_id"": ""CI0132"", ""disease_id"": ""gastroenteritis_mild_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""mild diarrhea"", ""complaint_id"": ""CI0133"", ""disease_id"": ""gastroenteritis_mild_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0047,True,data/core/opd_fast_index.json:index[83]
genitourinary_syndrome_menopause_adult,Genitourinary syndrome of menopause,"{""age_group"": ""adult"", ""complaint"": ""vaginal dryness menopause"", ""complaint_group"": ""Gyn/Urology"", ""complaint_id"": ""PATCH_CI_NICE_MENO_OB_20260516_006"", ""disease_id"": ""genitourinary_syndrome_menopause_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""vaginal dryness menopause"", ""notes"": ""GSM"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""painful sex menopause"", ""complaint_group"": ""Gyn/Urology"", ""complaint_id"": ""PATCH_CI_NICE_MENO_OB_20260516_007"", ""disease_id"": ""genitourinary_syndrome_menopause_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""painful sex menopause"", ""notes"": ""GSM dyspareunia"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""vaginal irritation after menopause"", ""complaint_group"": ""Gyn/Urology"", ""complaint_id"": ""PATCH_CI_NICE_MENO_OB_20260516_008"", ""disease_id"": ""genitourinary_syndrome_menopause_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""vaginal irritation after menopause"", ""notes"": ""GSM"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""urinary discomfort menopause"", ""complaint_group"": ""Gyn/Urology"", ""complaint_id"": ""PATCH_CI_NICE_MENO_OB_20260516_009"", ""disease_id"": ""genitourinary_syndrome_menopause_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""urinary discomfort menopause"", ""notes"": ""GSM urinary symptom gate"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_MENOPAUSE_GSM_20260516,True,data/core/opd_fast_index.json:index[84]
gerd,GERD,"{""complaint"": ""GERD"", ""complaint_id"": ""CMP_GERD"", ""disease_id"": ""gerd"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[85]
gerd_alarm_or_refractory,GERD with alarm features or refractory symptoms,"{""age_group"": ""adult"", ""complaint"": ""reflux not better with ppi"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_008"", ""disease_id"": ""gerd_alarm_or_refractory"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""red_flag"", ""normalized_input"": ""reflux not better with ppi"", ""notes"": ""refractory pathway"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""gerd dysphagia"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_009"", ""disease_id"": ""gerd_alarm_or_refractory"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""red_flag"", ""normalized_input"": ""gerd dysphagia"", ""notes"": ""alarm endoscopy gate"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""heartburn weight loss"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_010"", ""disease_id"": ""gerd_alarm_or_refractory"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""red_flag"", ""normalized_input"": ""heartburn weight loss"", ""notes"": ""alarm endoscopy gate"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_ACG_GERD_REFRACTORY_20260516,True,data/core/opd_fast_index.json:index[86]
gerd_nocturnal_adult,Nocturnal GERD / nighttime reflux,"{""age_group"": ""adult"", ""complaint"": ""nocturnal reflux"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_006"", ""disease_id"": ""gerd_nocturnal_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""nocturnal reflux"", ""notes"": ""nighttime reflux pathway"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""heartburn at night"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_007"", ""disease_id"": ""gerd_nocturnal_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""heartburn at night"", ""notes"": ""nighttime reflux pathway"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_ACG_GERD_NOCTURNAL_20260516,True,data/core/opd_fast_index.json:index[87]
gerd_uncomplicated_adult,"Gastroesophageal reflux disease, uncomplicated","{""age_group"": ""adult"", ""complaint"": ""gerd"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_001"", ""disease_id"": ""gerd_uncomplicated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""gerd"", ""notes"": ""classic reflux pathway"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""reflux"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_002"", ""disease_id"": ""gerd_uncomplicated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""reflux"", ""notes"": ""classic reflux pathway"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""heartburn"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_003"", ""disease_id"": ""gerd_uncomplicated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""heartburn"", ""notes"": ""classic GERD symptom"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""acid regurgitation"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_004"", ""disease_id"": ""gerd_uncomplicated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""acid regurgitation"", ""notes"": ""classic GERD symptom"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""sour burp"", ""complaint_group"": ""GI"", ""complaint_id"": ""PATCH_CI_GI_ACG_20260516_005"", ""disease_id"": ""gerd_uncomplicated_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""sour burp"", ""notes"": ""reflux symptom alias"", ""priority"": 2, ""source_status"": ""pending_manual_review""}",PATCH_FRM_ACG_GERD_20260516,True,data/core/opd_fast_index.json:index[88]
gingivitis_localized_adult,gingivitis_localized_adult,"{""complaint"": ""gingivitis"", ""complaint_id"": ""CI0383"", ""disease_id"": ""gingivitis_localized_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gum inflammation"", ""complaint_id"": ""CI0384"", ""disease_id"": ""gingivitis_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""swollen gums"", ""complaint_id"": ""CI0385"", ""disease_id"": ""gingivitis_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0131,True,data/core/opd_fast_index.json:index[89]
